article_id,url,canonical_url,title,publisher,authors,published_at,fetched_at,content_hash,checked_at,model,effort,verdict,summary,error_tags,severities,findings,sources_consulted
bd7cfec7102c195d214e,https://research.jfrog.com/post/sqlite-critical-cves-or-llm-slops/,https://research.jfrog.com/post/sqlite-critical-cves-or-llm-slops/,SQLite Critical CVEs or LLM Slop? - JFrog Security Research,research.jfrog.com,[],,2026-08-04T10:15:59+00:00,0571c56bea448d3dceaa48dda3d2c26e526ab7135677da80d0ed30e154210361,2026-08-04T10:15:59+00:00,gpt-5.6-sol,high,errors-found,"The article’s core conclusion that the sampled SQLite CVEs were fictitious is strongly supported by SQLite, Red Hat, and the later CVE rejections. One minor but clear attribution error appears in its description of who assigned the critical severity scores.","[""official-record-error""]","[""minor""]","[{""id"": ""F1"", ""article_quote"": ""NVD quickly flagged these as critical, and CISA's ADP agreed."", ""location"": ""Opening paragraph"", ""correction"": ""NVD did not assign a critical CVSS score to CVE-2026-51302; its own assessment was N/A. The 9.8 critical vector shown in the record was added by CISA-ADP."", ""analysis"": ""The NVD change history distinguishes NIST/NVD\u2019s analysis from CISA-ADP\u2019s contribution: CISA-ADP added the critical CVSS vector on July 28, while NIST\u2019s July 29 analysis added CPE and reference metadata, not a CVSS score. Red Hat\u2019s official score table likewise identifies NVD\u2019s score as N/A. Thus the article incorrectly presents NVD and CISA-ADP as two parties that both assigned critical severity."", ""severity"": ""minor"", ""category"": ""official-record-error"", ""evidence_basis"": ""authoritative-primary-source"", ""confidence"": ""high"", ""sources"": [{""title"": ""NVD - CVE-2026-51302"", ""publisher"": ""National Institute of Standards and Technology"", ""url"": ""https://nvd.nist.gov/vuln/detail/CVE-2026-51302"", ""quote"": ""NIST: NVD Base Score: N/A. NVD assessment not yet provided. ... CVE Modified by CISA-ADP ... Added CVSS V3.1 AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H.""}, {""title"": ""CVE-2026-51302 - Red Hat Customer Portal"", ""publisher"": ""Red Hat"", ""url"": ""https://access.redhat.com/security/cve/cve-2026-51302"", ""quote"": ""CVSS v3 Score Breakdown ... Base Score ... Red Hat 7.6 ... NVD N/A ... cve.org 9.8.""}]}]","[{""title"": ""NVD - CVE-2026-51302"", ""publisher"": ""National Institute of Standards and Technology"", ""url"": ""https://nvd.nist.gov/vuln/detail/CVE-2026-51302""}, {""title"": ""NVD - CVE-2026-51303"", ""publisher"": ""National Institute of Standards and Technology"", ""url"": ""https://nvd.nist.gov/vuln/detail/CVE-2026-51303""}, {""title"": ""NVD - CVE-2026-51300"", ""publisher"": ""National Institute of Standards and Technology"", ""url"": ""https://nvd.nist.gov/vuln/detail/CVE-2026-51300""}, {""title"": ""NVD - CVE-2026-51297"", ""publisher"": ""National Institute of Standards and Technology"", ""url"": ""https://nvd.nist.gov/vuln/detail/CVE-2026-51297""}, {""title"": ""NVD - CVE-2026-51296"", ""publisher"": ""National Institute of Standards and Technology"", ""url"": ""https://nvd.nist.gov/vuln/detail/CVE-2026-51296""}, {""title"": ""NVD - CVE-2026-51304"", ""publisher"": ""National Institute of Standards and Technology"", ""url"": ""https://nvd.nist.gov/vuln/detail/CVE-2026-51304""}, {""title"": ""CVE-2026-51302 - Red Hat Customer Portal"", ""publisher"": ""Red Hat"", ""url"": ""https://access.redhat.com/security/cve/cve-2026-51302""}, {""title"": ""Fake CVEs against SQLite"", ""publisher"": ""SQLite"", ""url"": ""https://sqlite.org/forum/forumpost/e2b966c8fc""}, {""title"": ""Vulnerabilities"", ""publisher"": ""SQLite"", ""url"": ""https://sqlite.org/cves.html""}, {""title"": ""Factor out the code that tries to avoid evaluating subquery operands"", ""publisher"": ""SQLite GitHub repository"", ""url"": ""https://github.com/sqlite/sqlite/commit/e24f20a""}, {""title"": ""Comparing version-3.51.2...version-3.51.3"", ""publisher"": ""SQLite GitHub repository"", ""url"": ""https://github.com/sqlite/sqlite/compare/version-3.51.2...version-3.51.3""}, {""title"": ""NVD Program Announcement - Updated"", ""publisher"": ""National Institute of Standards and Technology"", ""url"": ""https://nvd.nist.gov/general/news/nvd-program-transition-announcement""}, {""title"": ""Contacting the CVE Program"", ""publisher"": ""The MITRE Corporation"", ""url"": ""https://mitre.github.io/mitre-cve-roles/""}, {""title"": ""GitHub - programmervuln/cveadvisory-"", ""publisher"": ""GitHub"", ""url"": ""https://github.com/programmervuln/cveadvisory-""}]"
246ad439bdbf1cf3b916,https://epoch.ai/MirrorCode,https://epoch.ai/MirrorCode,MirrorCode: What's the largest software project AI can complete on its own? | Epoch AI,Epoch AI,"[""Tom Adamczewski"", ""David Owen"", ""David Rein"", ""Florian Brand"", ""Giles Edkins"", ""Allen Hart"", ""Daniel O'Connell""]",,2026-08-04T10:15:59+00:00,0dff8148caf9b7b8fb683149836cc4b5e9e1f578315d21eee0899722e18afac8,2026-08-04T10:15:59+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"No obvious high-confidence factual error was found. The directly cited MirrorCode paper and the project’s released repository support the checked claims about a $2,600, 19-day attempt, lack of source-code access, held-out end-to-end testing, and the benchmark harness; the remaining claims are broad, methodological, or explicitly framed as the authors’ beliefs rather than discrete facts decisively contradicted by qualifying evidence.",[],[],[],"[{""title"": ""MirrorCode: What's the largest software project AI can complete on its own?"", ""publisher"": ""Epoch AI"", ""url"": ""https://epoch.ai/MirrorCode""}, {""title"": ""MirrorCode: AI can rebuild entire programs from behavior alone"", ""publisher"": ""arXiv"", ""url"": ""https://arxiv.org/abs/2606.30182""}, {""title"": ""MirrorCode public repository"", ""publisher"": ""GitHub / epoch-research"", ""url"": ""https://github.com/epoch-research/MirrorCode""}, {""title"": ""MirrorCode README"", ""publisher"": ""GitHub / epoch-research"", ""url"": ""https://raw.githubusercontent.com/epoch-research/MirrorCode/main/README.md""}]"
1a8ca9a256dccfb09395,https://kellysimulator.com/,https://kellysimulator.com/,Kelly Criterion Simulator,kellysimulator.com,"[""Kim Birch""]",,2026-08-04T10:15:59+00:00,79028dc35155a04076d7d0448acdcd1a8f5a92240a82d029418ee024dfc7e958,2026-08-04T10:15:59+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"A representative review of the article's discrete mathematical and methodological claims found no high-confidence factual errors. The original Kelly paper supports the maximum long-run capital-growth characterization; Stanford research supports repeated fixed-fraction betting, IID-return assumptions, drawdown risk, and the growth-versus-drawdown tradeoff of fractional Kelly; IBM's methodology overview supports the description of Monte Carlo simulation as repeated random sampling that produces a distribution of possible outcomes. The article has no listed publication date, but the checked claims are not time-sensitive.",[],[],[],"[{""title"": ""A New Interpretation of Information Rate"", ""publisher"": ""The Bell System Technical Journal (hosted by Internet Archive)"", ""url"": ""https://dn760107.eu.archive.org/0/items/bstj35-4-917/bstj35-4-917_djvu.txt""}, {""title"": ""Risk-Constrained Kelly Gambling"", ""publisher"": ""Stanford University"", ""url"": ""https://web.stanford.edu/~boyd/papers/kelly.html""}, {""title"": ""Risk-Constrained Kelly Gambling (manuscript)"", ""publisher"": ""Stanford University"", ""url"": ""https://web.stanford.edu/~boyd/papers/pdf/kelly.pdf""}, {""title"": ""What Is Monte Carlo Simulation?"", ""publisher"": ""IBM"", ""url"": ""https://www.ibm.com/think/topics/monte-carlo-simulation""}]"
03707b21b72d30a1d34d,https://en.wikipedia.org/wiki/Battle_of_the_Beams,https://en.wikipedia.org/wiki/Battle_of_the_Beams,Battle of the Beams - Wikipedia,"Wikimedia Foundation, Inc.","[""Contributors to Wikimedia projects""]",2003-03-06T13:30:18Z,2026-08-04T10:12:05+00:00,7c272b82e1d1e5aba8a07bb2bf53f49a1cfd8c339199f2ba97e4e83c70b822f1,2026-08-04T10:15:11+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"A representative review of the article’s dated and technical claims—including early RAF night-bombing accuracy, the Butt Report, radio-navigation aids, Pathfinder use, and the historical chronology—found no discrete factual error that met the required high-confidence evidentiary threshold. One potentially questionable Oboe chronology was not retained because the wording “launched” is ambiguous between trials and operational deployment.",[],[],[],"[{""title"": ""The bomber will always get through"", ""publisher"": ""Royal Air Force Museum"", ""url"": ""https://www.rafmuseum.org.uk/blog/the-bomber-will-always-get-through/""}, {""title"": ""RAF Museum search results for Oboe"", ""publisher"": ""Royal Air Force Museum"", ""url"": ""https://www.rafmuseum.org.uk/search/oboe/""}, {""title"": ""Advanced Search: Pathfinder Force"", ""publisher"": ""Australian War Memorial"", ""url"": ""https://www.awm.gov.au/advanced-search?query=Pathfinder%20Force""}, {""title"": ""Website search results: Oboe 109 Squadron December 1942"", ""publisher"": ""The National Archives (UK)"", ""url"": ""https://www.nationalarchives.gov.uk/search/results/?q=Oboe%20109%20Squadron%20December%201942""}]"
8371bda74c0d7fa06563,https://worksinprogress.co/issue/beauty-in-my-backyard/,https://worksinprogress.co/issue/beauty-in-my-backyard/,Beauty In My Backyard - Works in Progress Magazine,worksinprogress.co,"[""wip-admin""]",2026-07-29T14:08:16+00:00,2026-08-04T10:02:56+00:00,625f482e7076605072cce5e93d902a030522a45262dbf28a4b0dd6d44f646a78,2026-08-04T10:14:50+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"A representative check of discrete claims found no obvious, high-confidence factual error meeting the required standard. The SPAB’s official history confirms its 1877 founding by William Morris, and the directly cited Blitz research supports the article’s 10% London GDP counterfactual; checks of other precise planning and heritage claims did not yield decisive contrary primary evidence.",[],[],[],"[{""title"": ""Beauty In My Backyard"", ""publisher"": ""Works in Progress"", ""url"": ""https://worksinprogress.co/issue/beauty-in-my-backyard/""}, {""title"": ""About us"", ""publisher"": ""Society for the Protection of Ancient Buildings"", ""url"": ""https://www.spab.org.uk/about-us""}, {""title"": ""The Billion Pound Drop: The Blitz and Agglomeration Economics in London"", ""publisher"": ""Centre for Economic Performance, London School of Economics"", ""url"": ""https://cep.lse.ac.uk/pubs/download/dp1542.pdf""}, {""title"": ""The billion pound drop: the Blitz and agglomeration economies in London"", ""publisher"": ""IDEAS/RePEc"", ""url"": ""https://ideas.repec.org/a/oup/jecgeo/v21y2021i6p869-897..html""}]"
a4a497b13559570c77cf,https://live.euronext.com/en/financial-news/bending-spoons-makes-first-post-ipo-acquisition-13-billion-airtable-deal,https://live.euronext.com/en/financial-news/bending-spoons-makes-first-post-ipo-acquisition-13-billion-airtable-deal,Bending Spoons makes first post-IPO acquisition with $1.3 billion Airtable deal | live,live.euronext.com,[],,2026-08-04T10:10:26+00:00,9bb9ab9ab1e9e91f15a9bab95421f868e632f06f0cd2bfefa06c5309260c149f,2026-08-04T10:14:27+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"A representative review found no obvious high-confidence factual errors. The deal value, implied equity value, expected closing timing, post-IPO status, prior AOL and Eventbrite acquisitions, Airtable's founding year and product description, and the $29 IPO price were consistent with company materials and other sources consulted. The reported $36.22 prior close was not contradicted by the available evidence.",[],[],[],"[{""title"": ""Newsroom | Bending Spoons"", ""publisher"": ""Bending Spoons"", ""url"": ""https://investors.bendingspoons.com/newsroom""}, {""title"": ""Bending Spoons has entered into a definitive agreement to acquire Airtable for $1.285 billion"", ""publisher"": ""Business Wire via FinancialContent"", ""url"": ""https://www.financialcontent.com/article/bizwire-2026-8-4-bending-spoons-has-entered-into-a-definitive-agreement-to-acquire-airtable-for-1285-billion""}, {""title"": ""About Us | Airtable"", ""publisher"": ""Airtable"", ""url"": ""https://www.airtable.com/about""}, {""title"": ""Bending Spoons | Impossible. Maybe."", ""publisher"": ""Bending Spoons"", ""url"": ""https://www.bendingspoons.com/""}, {""title"": ""Bending Spoons S.p.A. Ordinary Shares (BSP) Historical Data"", ""publisher"": ""Nasdaq"", ""url"": ""https://www.nasdaq.com/market-activity/stocks/bsp/historical?page=1&rows_per_page=10""}]"
b1d0403a2d6f732beae7,https://mertbulan.com/more-german-than-many-germans/,https://mertbulan.com/more-german-than-many-germans/,More German than many Germans,Mert Bulan - Blog & Portfolio,"[""Mert Bulan""]",2026-08-02T06:00:22.000Z,2026-08-04T10:10:27+00:00,dfa50306d46980902d4d52fb7763f1fc4bb099f0de9714338a1cd874db0a02ae,2026-08-04T10:14:05+00:00,gpt-5.6-sol,high,errors-found,"One clear factual error was found in the article's description of German naturalization requirements. Other sampled claims about Baden-Württemberg's minister-president, address registration, Germany's constitutional status, and the five-year residence rule were consistent with official records.","[""official-record-error""]","[""major""]","[{""id"": ""F1"", ""article_quote"": ""You have to prove you paid into the social system for at least five years."", ""location"": ""\u201cMaking it official,\u201d paragraph describing citizenship requirements"", ""correction"": ""Ordinary German naturalization does not require five years of contributions to the social system. The general rule requires five years of lawful habitual residence, along with identity, qualifying residence status, livelihood, language, civic-knowledge, constitutional-commitment, and criminal-record conditions; the livelihood rule is not a five-year contribution rule."", ""analysis"": ""Section 10 of the Nationality Act enumerates the requirements for entitlement naturalization. It requires five years of lawful habitual residence and the ability, subject to statutory exceptions, to support oneself and dependants without specified welfare benefits. It does not require five years of social-insurance contributions. The federal naturalization portal independently gives the same exhaustive overview and likewise states five years of residence, not contributions. The article therefore turns the residence period into a nonexistent contribution requirement."", ""severity"": ""major"", ""category"": ""official-record-error"", ""evidence_basis"": ""authoritative-primary-source"", ""confidence"": ""high"", ""sources"": [{""title"": ""\u00a7 10 StAG - Einzelnorm"", ""publisher"": ""German Federal Ministry of Justice and Federal Office of Justice"", ""url"": ""https://www.gesetze-im-internet.de/stag/__10.html"", ""quote"": ""Ein Ausl\u00e4nder, der seit f\u00fcnf Jahren rechtm\u00e4\u00dfig seinen gew\u00f6hnlichen Aufenthalt im Inland hat ... ist auf Antrag einzub\u00fcrgern, wenn ... [er] den Lebensunterhalt ... ohne Inanspruchnahme von Leistungen nach dem Zweiten oder Zw\u00f6lften Buch Sozialgesetzbuch bestreiten kann.""}, {""title"": ""Voraussetzungen f\u00fcr die Einb\u00fcrgerung"", ""publisher"": ""German Federal Government"", ""url"": ""https://www.einbuergerung.de/fragebogen.php"", ""quote"": ""Sie leben seit f\u00fcnf Jahren gew\u00f6hnlich und rechtm\u00e4\u00dfig in Deutschland. ... Sie k\u00f6nnen den Lebensunterhalt f\u00fcr sich und Ihre unterhaltsberechtigten Familienangeh\u00f6rigen finanzieren.""}]}]","[{""title"": ""Ministerpr\u00e4sident: Baden-W\u00fcrttemberg.de"", ""publisher"": ""State Government of Baden-W\u00fcrttemberg"", ""url"": ""https://www.baden-wuerttemberg.de/de/regierung/ministerpraesident""}, {""title"": ""\u00a7 10 StAG - Einzelnorm"", ""publisher"": ""German Federal Ministry of Justice and Federal Office of Justice"", ""url"": ""https://www.gesetze-im-internet.de/stag/__10.html""}, {""title"": ""Voraussetzungen f\u00fcr die Einb\u00fcrgerung"", ""publisher"": ""German Federal Government"", ""url"": ""https://www.einbuergerung.de/fragebogen.php""}, {""title"": ""\u00a7 17 BMG - Einzelnorm"", ""publisher"": ""German Federal Ministry of Justice and Federal Office of Justice"", ""url"": ""https://www.gesetze-im-internet.de/bmg/__17.html""}, {""title"": ""Art 20 GG - Einzelnorm"", ""publisher"": ""German Federal Ministry of Justice and Federal Office of Justice"", ""url"": ""https://www.gesetze-im-internet.de/gg/art_20.html""}]"
c76e6ce00f7f5ff42bc1,https://www.mcgill.ca/oss/article/critical-thinking/dunning-kruger-effect-probably-not-real,https://www.mcgill.ca/oss/article/critical-thinking/dunning-kruger-effect-probably-not-real,The Dunning-Kruger Effect Is Probably Not Real,Office for Science and Society,[],,2026-08-04T10:09:21+00:00,63ab17609dac775f86cdce4f593e842ac43846e3e349111854bc2c1a85334c38,2026-08-04T10:11:59+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"A representative check of the article's discrete claims found that the original study was published in 1999, involved humor, grammar, and logic tests, and reported strong bottom-quartile overestimation; the cited Numeracy papers were published in 2016 and 2017 and did use random-number simulations plus paired science-literacy data to argue that common graphical conventions create artifacts. The article's broader conclusions about whether the effect is real, and its competing explanations involving noise, measurement error, and regression to the mean, are methodological interpretations and expert disputes rather than decisively falsifiable discrete facts under the requested standard.",[],[],[],"[{""title"": ""The Dunning-Kruger Effect Is Probably Not Real"", ""publisher"": ""Office for Science and Society, McGill University"", ""url"": ""https://www.mcgill.ca/oss/article/critical-thinking/dunning-kruger-effect-probably-not-real""}, {""title"": ""Unskilled and unaware of it: how difficulties in recognizing one's own incompetence lead to inflated self-assessments"", ""publisher"": ""PubMed / U.S. National Library of Medicine"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/10626367/""}, {""title"": ""Random Number Simulations Reveal How Random Noise Affects the Measurements and Graphical Portrayals of Self-Assessed Competency"", ""publisher"": ""Numeracy, University of South Florida Scholar Commons"", ""url"": ""https://digitalcommons.usf.edu/numeracy/vol9/iss1/art4/""}, {""title"": ""How Random Noise and a Graphical Convention Subverted Behavioral Scientists' Explanations of Self-Assessment Data: Numeracy Underlies Better Alternatives"", ""publisher"": ""Numeracy, University of South Florida Scholar Commons"", ""url"": ""https://digitalcommons.usf.edu/numeracy/vol10/iss1/art4/""}, {""title"": ""Regression towards the mean"", ""publisher"": ""BMJ via PubMed Central"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC2540330/""}, {""title"": ""Some examples of regression towards the mean"", ""publisher"": ""BMJ via PubMed Central"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC2541039/""}]"
b44b47e39ff3a3589fc0,https://bjorg.bjornroche.com/management/ai-productivity-gap/,https://bjorg.bjornroche.com/management/ai-productivity-gap/,The AI productivity gap,Bjorg,"[""Bjorn Roche""]",2026-07-12T11:00:00+00:00,2026-08-04T10:10:17+00:00,2c5390d1d828fcc04709521a3fc472d1fa994c613ff9c0afecd12e5a3e0a9336,2026-08-04T10:11:47+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"No obvious, high-confidence factual errors were found. The article is primarily argument and illustration: its time-allocation tables are explicitly hypothetical, and its percentages are arithmetically consistent as time savings. Primary research available before publication supports that AI can improve coding productivity and that less-experienced developers may see larger gains, while other research finds slower performance in a narrower experienced-developer setting; those differences are scope- and methodology-dependent rather than decisive contradictions of the article's qualified claims.",[],[],[],"[{""title"": ""The AI productivity gap"", ""publisher"": ""Bjorg"", ""url"": ""https://bjorg.bjornroche.com/management/ai-productivity-gap/""}, {""title"": ""The Impact of AI on Developer Productivity: Evidence from GitHub Copilot"", ""publisher"": ""arXiv"", ""url"": ""https://arxiv.org/abs/2302.06590""}, {""title"": ""The Effects of Generative AI on High-Skilled Work: Evidence from Three Field Experiments with Software Developers"", ""publisher"": ""Microsoft Research"", ""url"": ""https://www.microsoft.com/en-us/research/publication/the-effects-of-generative-ai-on-high-skilled-work-evidence-from-three-field-experiments-with-software-developers/""}, {""title"": ""Research: quantifying GitHub Copilot\u2019s impact on developer productivity and happiness"", ""publisher"": ""GitHub"", ""url"": ""https://github.blog/news-insights/research/research-quantifying-github-copilots-impact-on-developer-productivity-and-happiness/""}, {""title"": ""Measuring the Impact of Early-2025 AI on Experienced Open-Source Developer Productivity"", ""publisher"": ""METR"", ""url"": ""https://metr.org/blog/2025-07-10-early-2025-ai-experienced-os-dev-study/""}, {""title"": ""DORA Research: 2024"", ""publisher"": ""DORA / Google Cloud"", ""url"": ""https://dora.dev/research/2024/dora-report/""}, {""title"": ""Research"", ""publisher"": ""METR"", ""url"": ""https://metr.org/research/""}]"
06e247b04432559ccf3c,https://www.statsignificant.com/p/how-hollywood-stopped-making-movies,https://www.statsignificant.com/p/how-hollywood-stopped-making-movies,How Hollywood Stopped Making Movies in Hollywood,Stat Significant,"[""Daniel Parris""]",2026-07-22T13:16:05+00:00,2026-08-04T10:06:37+00:00,835e601523f19e803aab9c5f781c01ea5c112c289bea6d6cc45fd830e0dde5f3,2026-08-04T10:10:21+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"A representative review of discrete claims about #StayInLA's origins and signature count, Los Angeles production infrastructure, overseas production incentives, and example filming locations found no obvious high-confidence factual error. Some broad causal and trend statements are analytical or definition-dependent and therefore do not qualify under the requested standard.",[],[],[],"[{""title"": ""#StayinLA"", ""publisher"": ""Stay in LA"", ""url"": ""https://www.stayinla.org/""}, {""title"": ""FilmLA Research Updates Ongoing Study of Sound Stage Occupancy & Construction"", ""publisher"": ""FilmLA"", ""url"": ""https://filmla.com/filmla-research-updates-ongoing-study-of-sound-stage-occupancy-construction/""}, {""title"": ""Film and television tax credit"", ""publisher"": ""Province of British Columbia"", ""url"": ""https://www2.gov.bc.ca/gov/content/taxes/income-taxes/corporate/credits/film-tv""}, {""title"": ""Claiming Film Tax Relief for Corporation Tax"", ""publisher"": ""HM Revenue & Customs"", ""url"": ""https://www.gov.uk/guidance/claiming-film-tax-relief-for-corporation-tax""}, {""title"": ""Tax Credit"", ""publisher"": ""California Film Commission"", ""url"": ""https://film.ca.gov/tax-credit/""}, {""title"": ""Hollywood Past and Present"", ""publisher"": ""Academy Museum of Motion Pictures"", ""url"": ""https://www.academymuseum.org/en/hollywood-past-and-present""}, {""title"": ""First Blood 40th Anniversary Celebration"", ""publisher"": ""Hope, Cascades & Canyons Tourism"", ""url"": ""https://tourismhcc.ca/first-blood-forty-blog/""}]"
bc65587780a40f677f2a,https://lilianweng.github.io/posts/2026-07-04-harness/,https://lilianweng.github.io/posts/2026-07-04-harness/,Harness Engineering for Self-Improvement,Lil'Log,"[""Lilian Weng""]",2026-07-04T00:00:00+00:00,2026-08-04T10:08:37+00:00,f025dd21ba6164831ee62fde4fe701e39f2c2fd43b0cbd3fe2814059974e344a,2026-08-04T10:10:20+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"A representative check of historical framing, harness-evolution research, and benchmark statistics found the article's discrete claims consistent with the directly cited papers and official project repositories. No contradiction met the required high-confidence standard.",[],[],[],"[{""title"": ""PaperBench: Evaluating AI's Ability to Replicate AI Research"", ""publisher"": ""arXiv"", ""url"": ""https://arxiv.org/abs/2504.01848""}, {""title"": ""PaperBench official repository"", ""publisher"": ""OpenAI on GitHub"", ""url"": ""https://github.com/openai/frontier-evals/tree/main/project/paperbench""}, {""title"": ""RE-Bench: Evaluating frontier AI R&D capabilities of language model agents against human experts"", ""publisher"": ""arXiv"", ""url"": ""https://arxiv.org/abs/2411.15114""}, {""title"": ""MLE-bench: Evaluating Machine Learning Agents on Machine Learning Engineering"", ""publisher"": ""arXiv"", ""url"": ""https://arxiv.org/abs/2410.07095""}, {""title"": ""KernelBench: Can LLMs Write Efficient GPU Kernels?"", ""publisher"": ""arXiv"", ""url"": ""https://arxiv.org/abs/2502.10517""}, {""title"": ""Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents"", ""publisher"": ""arXiv"", ""url"": ""https://arxiv.org/abs/2505.22954""}, {""title"": ""Darwin G\u00f6del Machine official repository"", ""publisher"": ""Jenny Zhang and collaborators on GitHub"", ""url"": ""https://github.com/jennyzzt/dgm""}, {""title"": ""Harness Updating Is Not Harness Benefit: Disentangling Evolution Capabilities in Self-Evolving LLM Agents"", ""publisher"": ""arXiv"", ""url"": ""https://arxiv.org/abs/2605.30621""}, {""title"": ""Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation"", ""publisher"": ""arXiv"", ""url"": ""https://arxiv.org/abs/2310.02304""}]"
603386956563f7b3142c,https://blogs.gnome.org/feborges/future-of-boxes/,https://blogs.gnome.org/feborges/future-of-boxes/,The Future of GNOME Boxes,Felipe Borges,"[""Felipe Borges""]",2026-08-03T11:28:49+00:00,2026-08-04T10:08:04+00:00,1ce982fd6efa5fe12ce45d2c88a2228537bd97fc173c5ae7683af8a96ab39d20,2026-08-04T10:10:11+00:00,gpt-5.6-sol,high,no-obvious-errors-found,"A representative check of the article's discrete claims found no clear factual error. GNOME's beta site corroborates the rewrite's GTK4/Libadwaita/libmks architecture, beta status, installable app ID, VM-image support, Windows 11 support, port forwarding, and VSOCK SSH feature. Microsoft confirms that Secure Boot capability and TPM 2.0 are Windows 11 requirements; Flatpak documentation confirms that the remote name may validly be omitted from the install command; and upstream virtualization documentation is consistent with the described libvirt/QEMU architecture. The article's claims are substantially project-status claims published one day before this review, and no authoritative source decisively contradicted them.",[],[],[],"[{""title"": ""The Future of GNOME Boxes"", ""publisher"": ""Felipe Borges / GNOME Blogs"", ""url"": ""https://blogs.gnome.org/feborges/future-of-boxes/""}, {""title"": ""GNOME Boxes Nightly"", ""publisher"": ""GNOME"", ""url"": ""https://nightly-gnomeboxes-org-999c9b.pages.gitlab.gnome.org/""}, {""title"": ""Boxes \u2013 Apps for GNOME"", ""publisher"": ""GNOME"", ""url"": ""https://apps.gnome.org/Boxes/""}, {""title"": ""Windows 11 System Requirements"", ""publisher"": ""Microsoft Support"", ""url"": ""https://support.microsoft.com/en-US/Windows/Experience/Compatibility/windows-11-system-requirements""}, {""title"": ""Trusted Platform Module Technology Overview"", ""publisher"": ""Microsoft Learn"", ""url"": ""https://learn.microsoft.com/en-us/windows/security/hardware-security/tpm/trusted-platform-module-overview""}, {""title"": ""Introduction \u2014 QEMU documentation"", ""publisher"": ""QEMU Project"", ""url"": ""https://www.qemu.org/docs/master/system/introduction.html""}, {""title"": ""virsh"", ""publisher"": ""libvirt Project"", ""url"": ""https://libvirt.org/manpages/virsh.html""}, {""title"": ""Flatpak Command Reference"", ""publisher"": ""Flatpak"", ""url"": ""https://docs.flatpak.org/en/latest/flatpak-command-reference.html""}, {""title"": ""flatpak-install(1)"", ""publisher"": ""Debian Manpages"", ""url"": ""https://manpages.debian.org/testing/flatpak/flatpak-install.1.en.html""}, {""title"": ""systemd-ssh-proxy(1)"", ""publisher"": ""Debian Manpages"", ""url"": ""https://manpages.debian.org/testing/systemd/systemd-ssh-proxy.1.en.html""}, {""title"": ""systemd-ssh-proxy(1)"", ""publisher"": ""Arch Linux Manual Pages"", ""url"": ""https://man.archlinux.org/man/systemd-ssh-proxy.1.en""}]"
